Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
101,Eric Singleton Jr.*,Georgia Tech,ACC,12,56,754,13.5,3,62.8,21,131,6.2,1,10.9,77,885,11.5,4,,eric-singleton-jr-1
102,Josh Cameron*,Baylor,Big 12,13,52,754,14.5,10,58.0,0,0,,0,0.0,52,754,14.5,10,,josh-cameron-1
103,Jacolby George*,Miami (FL),ACC,13,53,752,14.2,8,57.8,2,-8,-4.0,0,-0.6,55,744,13.5,8,,jacolby-george-1
104,Ryan Davis,New Mexico,MWC,12,54,747,13.8,3,62.3,0,0,,0,0.0,54,747,13.8,3,,ryan-davis-6
105,Makai Jackson,Appalachian State,Sun Belt,11,46,745,16.2,5,67.7,5,90,18.0,1,8.2,51,835,16.4,6,,makai-jackson-1
106,Hudson Clement*,West Virginia,Big 12,12,51,741,14.5,5,61.8,0,0,,0,0.0,51,741,14.5,5,,hudson-clement-1
107,Kenny Odom,UTEP,CUSA,12,46,741,16.1,8,61.8,4,-10,-2.5,0,-0.8,50,731,14.6,8,,kenny-odom-1
108,Xzavier Henderson,Cincinnati,Big 12,12,59,738,12.5,4,61.5,0,0,,0,0.0,59,738,12.5,4,,xzavier-henderson-1
109,Chris Bell*,Louisville,ACC,13,43,737,17.1,4,56.7,2,43,21.5,0,3.3,45,780,17.3,4,,chris-bell-2
110,Carnell Tate*,Ohio State,Big Ten,15,52,733,14.1,4,48.9,0,6,,0,0.4,52,739,14.2,4,,carnell-tate-1
111,John Paul Richardson*,Texas Christian,Big 12,13,57,733,12.9,2,56.4,1,3,3.0,0,0.2,58,736,12.7,2,,john-paul-richardson-1
112,Cortez Braham,Nevada,MWC,13,56,724,12.9,4,55.7,1,1,1.0,0,0.1,57,725,12.7,4,,cortez-braham-1
113,Nicholas Cenacle,Hawaii,MWC,12,63,721,11.4,6,60.1,0,0,,0,0.0,63,721,11.4,6,,nicholas-cenacle-1
114,Harrison Wallace III*,Penn State,Big Ten,15,46,720,15.7,4,48.0,0,0,,0,0.0,46,720,15.7,4,,harrison-wallace-iii-1
115,Traeshon Holden,Oregon,Big Ten,13,45,718,16.0,5,55.2,2,22,11.0,0,1.7,47,740,15.7,5,,traeshon-holden-1
116,Dane Key,Kentucky,SEC,12,47,715,15.2,2,59.6,0,0,,0,0.0,47,715,15.2,2,,dane-key-1
117,Bryant Wesco Jr.,Clemson,ACC,12,41,708,17.3,5,59.0,0,0,,0,0.0,41,708,17.3,5,,bryant-wesco-jr-1
118,Chrishon McCray,Kent State,MAC,11,40,705,17.6,9,64.1,3,20,6.7,0,1.8,43,725,16.9,9,,chrishon-mccray-1
119,Darius Lassiter*,BYU,Big 12,12,45,703,15.6,4,58.6,1,0,0.0,0,0.0,46,703,15.3,4,,darius-lassiter-1
120,Dorian Singer,Utah,Big 12,12,53,702,13.2,1,58.5,0,0,,0,0.0,53,702,13.2,1,,dorian-singer-1
121,Malik Rutherford*,Georgia Tech,ACC,13,62,702,11.3,3,54.0,9,87,9.7,0,6.7,71,789,11.1,3,,malik-rutherford-1
122,Luke Floriea,Kent State,MAC,12,44,699,15.9,7,58.3,1,17,17.0,0,1.4,45,716,15.9,7,,luke-floriea-1
123,Luke Grimm,Kansas,Big 12,12,51,690,13.5,6,57.5,11,135,12.3,1,11.3,62,825,13.3,7,,luke-grimm-1
124,Lewis Bond*,Boston College,ACC,13,67,689,10.3,3,53.0,3,4,1.3,0,0.3,70,693,9.9,3,,lewis-bond-1
125,Terrance Carter*,Louisiana,Sun Belt,13,48,689,14.4,4,53.0,0,0,,0,0.0,48,689,14.4,4,,terrance-carter-2
126,Dean Patterson,Florida International,CUSA,12,50,685,13.7,7,57.1,5,24,4.8,2,2.0,55,709,12.9,9,,dean-patterson-1
127,Max Klare,Purdue,Big Ten,12,51,685,13.4,4,57.1,0,0,,0,0.0,51,685,13.4,4,,max-klare-1
128,Elijah Spencer*,Minnesota,Big Ten,13,52,684,13.2,6,52.6,0,0,,0,0.0,52,684,13.2,6,,elijah-spencer-1
129,Kris Hutson*,Washington State,Ind,12,54,683,12.6,2,56.9,4,28,7.0,1,2.3,58,711,12.3,3,,kris-hutson-1
130,Joey Hobert*,Texas State,Sun Belt,12,70,680,9.7,8,56.7,3,6,2.0,0,0.5,73,686,9.4,8,,joey-hobert-1
131,Chase Sowell*,East Carolina,American,9,34,678,19.9,3,75.3,0,0,,0,0.0,34,678,19.9,3,,chase-sowell-1
132,Demeer Blankumsee*,Memphis,American,13,45,677,15.0,6,52.1,2,-4,-2.0,0,-0.3,47,673,14.3,6,,demeer-blankumsee-1
133,Ian Strong*,Rutgers,Big Ten,12,43,676,15.7,5,56.3,0,0,,0,0.0,43,676,15.7,5,,ian-strong-1
134,Luther Burden*,Missouri,SEC,12,61,676,11.1,6,56.3,9,115,12.8,2,9.6,70,791,11.3,8,,luther-burden-1
135,Vinny Anthony,Wisconsin,Big Ten,12,39,672,17.2,4,56.0,1,4,4.0,0,0.3,40,676,16.9,4,,vinny-anthony-1
136,Eli Heidenreich*,Navy,American,13,39,671,17.2,6,51.6,65,444,6.8,3,34.2,104,1115,10.7,9,,eli-heidenreich-1
137,Amare Thomas,UAB,American,12,62,670,10.8,8,55.8,4,8,2.0,0,0.7,66,678,10.3,8,,amare-thomas-1
138,Roderick Daniels Jr.,SMU,ACC,14,42,663,15.8,4,47.4,44,160,3.6,3,11.4,86,823,9.6,7,,roderick-daniels-jr-1
139,Dont'e Thornton,Tennessee,SEC,13,26,661,25.4,6,50.8,0,0,,0,0.0,26,661,25.4,6,,donte-thornton-1
140,Justin Joly*,North Carolina State,ACC,13,43,661,15.4,4,50.8,0,0,,0,0.0,43,661,15.4,4,,justin-joly-1
141,Terry Lockett Jr.,Eastern Michigan,MAC,12,46,660,14.3,5,55.0,5,27,5.4,0,2.3,51,687,13.5,5,,terry-lockett-jr-1
142,Derwin Burgess Jr.*,Georgia Southern,Sun Belt,13,59,659,11.2,3,50.7,1,2,2.0,0,0.2,60,661,11.0,3,,derwin-burgess-jr-1
143,Kameron Shanks,UAB,American,12,62,656,10.6,6,54.7,8,50,6.3,0,4.2,70,706,10.1,6,,kameron-shanks-1
144,Coy Eakin*,Texas Tech,Big 12,13,49,652,13.3,7,50.2,0,0,,0,0.0,49,652,13.3,7,,coy-eakin-1
145,Zakhari Franklin*,Illinois,Big Ten,13,55,652,11.9,4,50.2,0,0,,0,0.0,55,652,11.9,4,,zakhari-franklin-1
146,Markus Allen,Eastern Michigan,MAC,11,43,651,15.1,3,59.2,0,0,,0,0.0,43,651,15.1,3,,markus-allen-1
147,T.J. Moore,Clemson,ACC,14,45,651,14.5,5,46.5,0,0,,0,0.0,45,651,14.5,5,,tj-moore-3
148,Victor Snow*,Buffalo,MAC,13,55,651,11.8,6,50.1,9,61,6.8,2,4.7,64,712,11.1,8,,victor-snow-1
149,Jeremiah Webb*,South Alabama,Sun Belt,13,36,649,18.0,5,49.9,1,18,18.0,0,1.4,37,667,18.0,5,,jeremiah-webb-1
150,Nick Marsh,Michigan State,Big Ten,11,41,649,15.8,3,59.0,4,23,5.8,0,2.1,45,672,14.9,3,,nick-marsh-3
151,Oran Singleton,Eastern Michigan,MAC,12,64,639,10.0,2,53.3,6,23,3.8,0,1.9,70,662,9.5,2,,oran-singleton-1
152,Eli Stowers*,Vanderbilt,SEC,13,49,638,13.0,5,49.1,6,7,1.2,0,0.5,55,645,11.7,5,,eli-stowers-1
153,Omarion Dollison*,James Madison,Sun Belt,13,37,633,17.1,6,48.7,0,0,,0,0.0,37,633,17.1,6,,omarion-dollison-1
154,Cade McDonald*,Miami (OH),MAC,12,52,631,12.1,3,52.6,1,7,7.0,0,0.6,53,638,12.0,3,,cade-mcdonald-1
155,Kole Wilson*,Texas State,Sun Belt,12,43,630,14.7,4,52.5,1,3,3.0,0,0.3,44,633,14.4,4,,kole-wilson-1
156,Pofele Ashlock,Hawaii,MWC,11,61,629,10.3,6,57.2,0,0,,0,0.0,61,629,10.3,6,,pofele-ashlock-1
157,Kaden Prather,Maryland,Big Ten,12,56,624,11.1,4,52.0,1,-1,-1.0,0,-0.1,57,623,10.9,4,,kaden-prather-1
158,Jack Endries*,California,ACC,13,56,623,11.1,2,47.9,0,0,,0,0.0,56,623,11.1,2,,jack-endries-1
159,Will Sheppard*,Colorado,Big 12,13,48,621,12.9,6,47.8,0,0,,0,0.0,48,621,12.9,6,,will-sheppard-1
160,Louis Brown,San Diego State,MWC,11,38,620,16.3,3,56.4,0,0,,0,0.0,38,620,16.3,3,,louis-brown-4
161,Matt Lauter,Boise State,MWC,14,47,619,13.2,7,44.2,0,0,,0,0.0,47,619,13.2,7,,matt-lauter-1
162,Isaiah Horton*,Miami (FL),ACC,12,56,616,11.0,5,51.3,0,0,,0,0.0,56,616,11.0,5,,isaiah-horton-1
163,Josh Dallas*,Georgia Southern,Sun Belt,13,46,614,13.3,6,47.2,4,37,9.3,1,2.8,50,651,13.0,7,,josh-dallas-1
164,Evan Stewart,Oregon,Big Ten,13,48,613,12.8,5,47.2,0,0,,0,0.0,48,613,12.8,5,,evan-stewart-2
165,Savion Williams*,Texas Christian,Big 12,12,60,611,10.2,6,50.9,51,322,6.3,6,26.8,111,933,8.4,12,,savion-williams-2
166,Dominic Lovett,Georgia,SEC,14,59,607,10.3,6,43.4,0,0,,0,0.0,59,607,10.3,6,,dominic-lovett-1
167,Cameron Skattebo,Arizona State,Big 12,13,45,605,13.4,3,46.5,293,1711,5.8,21,131.6,338,2316,6.9,24,H-5,cameron-skattebo-1
168,Yamir Knight*,James Madison,Sun Belt,13,53,605,11.4,4,46.5,1,1,1.0,0,0.1,54,606,11.2,4,,yamir-knight-1
169,A.J. Henning,Northwestern,Big Ten,12,59,603,10.2,4,50.3,5,8,1.6,0,0.7,64,611,9.5,4,,aj-henning-1
170,Dalen Cobb*,Georgia Southern,Sun Belt,13,52,599,11.5,4,46.1,8,25,3.1,0,1.9,60,624,10.4,4,,dalen-cobb-1
171,Bryce Kirtz,Northwestern,Big Ten,10,39,598,15.3,0,59.8,0,0,,0,0.0,39,598,15.3,0,,bryce-kirtz-1
172,Cam Coleman,Auburn,SEC,11,37,598,16.2,8,54.4,0,0,,0,0.0,37,598,16.2,8,,cam-coleman-2
173,Dontae Fleming*,Tulane,American,14,31,598,19.3,1,42.7,3,21,7.0,0,1.5,34,619,18.2,1,,dontae-fleming-1
174,Omar Cooper Jr.,Indiana,Big Ten,13,28,594,21.2,7,45.7,2,23,11.5,1,1.8,30,617,20.6,8,,omar-cooper-jr-1
175,Jaden Greathouse*,Notre Dame,Ind,16,42,592,14.1,4,37.0,0,0,,0,0.0,42,592,14.1,4,,jaden-greathouse-1
176,Terrance Ferguson,Oregon,Big Ten,12,43,591,13.7,3,49.3,0,0,,0,0.0,43,591,13.7,3,,terrance-ferguson-1
177,Elijah Arroyo*,Miami (FL),ACC,13,35,590,16.9,7,45.4,0,0,,0,0.0,35,590,16.9,7,,elijah-arroyo-1
178,Omari Hayes,Florida Atlantic,American,11,39,590,15.1,3,53.6,3,7,2.3,0,0.6,42,597,14.2,3,,omari-hayes-1
179,Joseph Williams,Tulsa,American,12,30,588,19.6,5,49.0,1,6,6.0,0,0.5,31,594,19.2,5,,joseph-williams-3
180,Montorie Foster,Michigan State,Big Ten,12,46,588,12.8,3,49.0,2,7,3.5,0,0.6,48,595,12.4,3,,montorie-foster-1
181,Jahmal Banks*,Nebraska,Big Ten,13,44,587,13.3,3,45.2,0,0,,0,0.0,44,587,13.3,3,,jahmal-banks-1
182,Colston Loveland*,Michigan,Big Ten,10,56,582,10.4,5,58.2,1,-2,-2.0,0,-0.2,57,580,10.2,5,,colston-loveland-1
183,J.J. Jones*,North Carolina,ACC,13,36,582,16.2,6,44.8,0,0,,0,0.0,36,582,16.2,6,,jj-jones-5
184,Desmond Reid*,Pitt,ACC,11,52,579,11.1,4,52.6,184,966,5.3,5,87.8,236,1545,6.5,9,,desmond-reid-1
185,James Tucker*,Coastal Carolina,Sun Belt,13,34,579,17.0,6,44.5,3,34,11.3,0,2.6,37,613,16.6,6,,james-tucker-4
186,Nyziah Hunter*,California,ACC,12,40,578,14.5,5,48.2,1,6,6.0,0,0.5,41,584,14.2,5,,nyziah-hunter-1
187,Christian Fitzpatrick,Marshall,Sun Belt,13,34,576,16.9,6,44.3,0,0,,0,0.0,34,576,16.9,6,,christian-fitzpatrick-1
188,Noah Thomas*,Texas A&M,SEC,13,39,574,14.7,8,44.2,4,18,4.5,0,1.4,43,592,13.8,8,,noah-thomas-1
189,Darrell Gill Jr.*,Syracuse,ACC,12,31,570,18.4,2,47.5,2,6,3.0,0,0.5,33,576,17.5,2,,darrell-gill-jr-1
190,Malcolm Johnson Jr.*,Bowling Green,MAC,13,49,569,11.6,3,43.8,1,-4,-4.0,0,-0.3,50,565,11.3,3,,malcolm-johnson-jr-1
191,Ashtyn Hawkins*,Baylor,Big 12,13,45,567,12.6,5,43.6,3,4,1.3,0,0.3,48,571,11.9,5,,ashtyn-hawkins-1
192,Jalen Moss*,Fresno State,MWC,12,48,563,11.7,4,46.9,1,6,6.0,0,0.5,49,569,11.6,4,,jalen-moss-1
193,Simeon Evans*,Sam Houston,CUSA,13,50,559,11.2,6,43.0,5,17,3.4,0,1.3,55,576,10.5,6,,simeon-evans-1
194,Dorian Fleming,Georgia State,Sun Belt,12,49,558,11.4,6,46.5,1,-3,-3.0,0,-0.3,50,555,11.1,6,,dorian-fleming-1
195,Quentin Skinner,Kansas,Big 12,12,25,557,22.3,4,46.4,3,22,7.3,0,1.8,28,579,20.7,4,,quentin-skinner-2
196,Winston Wright*,East Carolina,American,11,54,556,10.3,8,50.5,13,91,7.0,0,8.3,67,647,9.7,8,,winston-wright-1
197,Antwane Wells Jr.*,Ole Miss,SEC,13,28,553,19.8,6,42.5,5,4,0.8,0,0.3,33,557,16.9,6,,antwane-wells-jr-1
198,Mason Taylor*,LSU,SEC,12,55,546,9.9,2,45.5,0,0,,0,0.0,55,546,9.9,2,,mason-taylor-1
199,Isaac TeSlaa*,Arkansas,SEC,13,28,545,19.5,3,41.9,0,0,,0,0.0,28,545,19.5,3,,isaac-teslaa-1
200,Kenneth Womack*,Western Michigan,MAC,10,39,545,14.0,1,54.5,2,7,3.5,0,0.7,41,552,13.5,1,,kenneth-womack-1
201,Blair Conwright*,North Texas,American,13,40,542,13.6,7,41.7,0,0,,0,0.0,40,542,13.6,7,,blair-conwright-1
202,Isaiah Bond*,Texas,SEC,14,34,540,15.9,5,38.6,4,98,24.5,1,7.0,38,638,16.8,6,,isaiah-bond-1
203,Kenny Johnson*,Pitt,ACC,13,46,537,11.7,3,41.3,6,26,4.3,0,2.0,52,563,10.8,3,,kenny-johnson-3
204,JJ Jenkins*,Buffalo,MAC,13,36,536,14.9,4,41.2,0,0,,0,0.0,36,536,14.9,4,,jj-jenkins-1
205,Willie McCoy*,UTSA,American,11,28,536,19.1,4,48.7,4,13,3.3,0,1.2,32,549,17.2,4,,willie-mccoy-1
206,Kam Thomas,UTEP,CUSA,9,47,532,11.3,2,59.1,13,27,2.1,0,3.0,60,559,9.3,2,,kam-thomas-1
207,Jake Briningstool,Clemson,ACC,13,49,530,10.8,7,40.8,0,0,,0,0.0,49,530,10.8,7,,jake-briningstool-1
208,Cam Pickett,Ball State,MAC,12,49,528,10.8,2,44.0,17,170,10.0,2,14.2,66,698,10.6,4,,cam-pickett-1
209,Keyshawn Smith,SMU,ACC,14,33,527,16.0,5,37.6,2,1,0.5,0,0.1,35,528,15.1,5,,keyshawn-smith-1
210,Kyrese Rowan,Utah State,MWC,12,44,526,12.0,3,43.8,2,4,2.0,1,0.3,46,530,11.5,4,,kyrese-rowan-2
211,Emmett Mosley V,Stanford,ACC,9,48,525,10.9,6,58.3,12,6,0.5,0,0.7,60,531,8.9,6,,emmett-mosley-v-1
212,Ja'Kobi Lane*,USC,Big Ten,13,43,525,12.2,12,40.4,0,0,,0,0.0,43,525,12.2,12,,jakobi-lane-1
213,Pat Conroy,Old Dominion,Sun Belt,12,37,523,14.1,5,43.6,0,0,,0,0.0,37,523,14.1,5,,pat-conroy-1
214,Raylen Sharpe*,Fresno State,MWC,11,51,523,10.3,3,47.5,4,67,16.8,0,6.1,55,590,10.7,3,,raylen-sharpe-1
215,Marcus Bellon,Nevada,MWC,13,39,522,13.4,4,40.2,9,37,4.1,0,2.8,48,559,11.6,4,,marcus-bellon-1
216,Joe Royer,Cincinnati,Big 12,12,50,521,10.4,3,43.4,0,0,,0,0.0,50,521,10.4,3,,joe-royer-1
217,LeQuint Allen*,Syracuse,ACC,13,64,521,8.1,4,40.1,228,1021,4.5,16,78.5,292,1542,5.3,20,,lequint-allen-1
218,Ja'khi Douglas,Florida State,ACC,12,32,519,16.2,4,43.3,5,16,3.2,0,1.3,37,535,14.5,4,,jakhi-douglas-1
219,Joshua Simon*,South Carolina,SEC,12,40,519,13.0,7,43.3,0,0,,0,0.0,40,519,13.0,7,,joshua-simon-1
220,Rashod Owens,Oklahoma State,Big 12,12,32,515,16.1,4,42.9,0,0,,0,0.0,32,515,16.1,4,,rashod-owens-1
221,Jacob De Jesus*,Nevada-Las Vegas,MWC,13,36,512,14.2,3,39.4,18,101,5.6,0,7.8,54,613,11.4,3,,jacob-de-jesus-1
222,Treon Sibley*,Liberty,CUSA,11,28,510,18.2,2,46.4,0,0,,0,0.0,28,510,18.2,2,,treon-sibley-1
223,Sam Brown*,Miami (FL),ACC,12,36,509,14.1,2,42.4,0,0,,0,0.0,36,509,14.1,2,,sam-brown-5
224,Moliki Matavao,UCLA,Big Ten,11,41,506,12.3,2,46.0,0,0,,0,0.0,41,506,12.3,2,,moliki-matavao-1
225,Stephen Gosnell*,Virginia Tech,ACC,13,28,506,18.1,1,38.9,0,0,,0,0.0,28,506,18.1,1,,stephen-gosnell-1
226,Brant Kuithe,Utah,Big 12,9,35,505,14.4,6,56.1,8,26,3.3,2,2.9,43,531,12.3,8,,brant-kuithe-1
227,TJ Sheffield*,Connecticut,Ind,13,54,505,9.4,3,38.8,0,0,,0,0.0,54,505,9.4,3,,tj-sheffield-1
228,Zachariah Branch*,USC,Big Ten,12,47,503,10.7,1,41.9,2,17,8.5,0,1.4,49,520,10.6,1,,zachariah-branch-1
229,Courtney Jackson*,Arkansas State,Sun Belt,13,42,494,11.8,2,38.0,0,0,,0,0.0,42,494,11.8,2,,courtney-jackson-2
230,Isaiah Sategna*,Arkansas,SEC,12,37,491,13.3,1,40.9,1,15,15.0,0,1.3,38,506,13.3,1,,isaiah-sategna-1
231,Beaux Collins*,Notre Dame,Ind,16,41,490,12.0,3,30.6,0,0,,0,0.0,41,490,12.0,3,,beaux-collins-1
232,Jeremiah Hunter*,Washington,Big Ten,13,36,490,13.6,1,37.7,1,4,4.0,0,0.3,37,494,13.4,1,,jeremiah-hunter-1
233,Harvey Broussard*,Louisiana,Sun Belt,13,31,486,15.7,3,37.4,0,0,,0,0.0,31,486,15.7,3,,harvey-broussard-1
234,Reed Harris*,Boston College,ACC,13,17,486,28.6,4,37.4,0,11,,0,0.8,17,497,29.2,4,,reed-harris-1
235,Dean Connors,Rice,American,12,62,485,7.8,2,40.4,159,780,4.9,9,65.0,221,1265,5.7,11,,dean-connors-1
236,Koby Drake*,Memphis,American,13,39,484,12.4,1,37.2,0,0,,0,0.0,39,484,12.4,1,,koby-drake-1
237,Treyshun Hurry*,San Jose State,MWC,13,28,481,17.2,2,37.0,0,0,,0,0.0,28,481,17.2,2,,treyshun-hurry-1
238,CJ Daniels*,LSU,SEC,11,42,480,11.4,0,43.6,0,0,,0,0.0,42,480,11.4,0,,cj-daniels-1
239,Jaylen Sargent,Wyoming,MWC,12,23,480,20.9,2,40.0,0,0,,0,0.0,23,480,20.9,2,,jaylen-sargent-1
240,Chris Carpenter*,UTSA,American,12,39,479,12.3,1,39.9,4,22,5.5,0,1.8,43,501,11.7,1,,chris-carpenter-2
241,Monaray Baldwin*,Baylor,Big 12,13,27,478,17.7,5,36.8,3,3,1.0,0,0.2,30,481,16.0,5,,monaray-baldwin-1
242,Noah Rogers*,North Carolina State,ACC,13,35,478,13.7,1,36.8,0,0,,0,0.0,35,478,13.7,1,,noah-rogers-1
243,Jimmy Holiday*,Louisiana Tech,CUSA,13,39,476,12.2,2,36.6,48,182,3.8,4,14.0,87,658,7.6,6,,jimmy-holiday-1
244,Latrell Caples,Boise State,MWC,13,38,473,12.4,5,36.4,0,0,,0,0.0,38,473,12.4,5,,latrell-caples-1
245,Bru McCoy,Tennessee,SEC,12,39,472,12.1,2,39.3,2,15,7.5,0,1.3,41,487,11.9,2,,bru-mccoy-1
246,Josh Meredith*,Washington State,Ind,13,39,472,12.1,2,36.3,0,0,,0,0.0,39,472,12.1,2,,josh-meredith-1
247,Ryan Wingo*,Texas,SEC,16,29,472,16.3,2,29.5,5,100,20.0,0,6.3,34,572,16.8,2,,ryan-wingo-1
248,Chase Hendricks*,Ohio,MAC,14,40,471,11.8,1,33.6,0,0,,0,0.0,40,471,11.8,1,,chase-hendricks-1
249,Houston Thomas*,UTSA,American,13,34,470,13.8,3,36.2,0,0,,0,0.0,34,470,13.8,3,,houston-thomas-1
250,Sean Brown,Charlotte,American,12,35,470,13.4,1,39.2,0,0,,0,0.0,35,470,13.4,1,,sean-brown-7
251,Yulkeith Brown*,Tulane,American,14,35,470,13.4,4,33.6,8,39,4.9,1,2.8,43,509,11.8,5,,yulkeith-brown-1
252,Trey Goodman,UTEP,CUSA,12,47,469,10.0,0,39.1,1,9,9.0,0,0.8,48,478,10.0,0,,trey-goodman-1
253,CJ Campbell,Florida Atlantic,American,12,40,466,11.7,3,38.8,165,844,5.1,11,70.3,205,1310,6.4,14,,cj-campbell-1
254,Dillon Bell,Georgia,SEC,13,43,466,10.8,4,35.8,9,107,11.9,1,8.2,52,573,11.0,5,,dillon-bell-1
255,Jaylin Lane*,Virginia Tech,ACC,12,38,466,12.3,2,38.8,18,116,6.4,2,9.7,56,582,10.4,4,,jaylin-lane-1
256,Myles Price,Indiana,Big Ten,13,38,466,12.3,3,35.8,7,63,9.0,1,4.8,45,529,11.8,4,,myles-price-1
257,Horatio Fields,Wake Forest,ACC,12,39,463,11.9,4,38.6,0,0,,0,0.0,39,463,11.9,4,,horatio-fields-1
258,Kyron Ware-Hudson*,USC,Big Ten,12,38,462,12.2,3,38.5,0,0,,0,0.0,38,462,12.2,3,,kyron-ware-hudson-1
259,Kevin Concepcion*,North Carolina State,ACC,12,53,460,8.7,6,38.3,19,36,1.9,2,3.0,72,496,6.9,8,,kevin-concepcion-2
260,Ja'Shaun Poke,San Diego State,MWC,12,50,459,9.2,1,38.3,4,-5,-1.3,0,-0.4,54,454,8.4,1,,jashaun-poke-2
261,Casey Reynolds*,Army,American,14,20,457,22.9,3,32.6,0,0,,0,0.0,20,457,22.9,3,,casey-reynolds-1
262,DeAndre Moore Jr.*,Texas,SEC,16,39,456,11.7,7,28.5,0,0,,0,0.0,39,456,11.7,7,,deandre-moore-jr-1
263,Isaiah Neyor*,Nebraska,Big Ten,12,34,455,13.4,5,37.9,2,6,3.0,0,0.5,36,461,12.8,5,,isaiah-neyor-1
264,Michael Pettway*,Jacksonville State,CUSA,14,25,454,18.2,3,32.4,5,17,3.4,0,1.2,30,471,15.7,3,,michael-pettway-1
265,Malcolm Simmons,Auburn,SEC,12,40,451,11.3,3,37.6,4,13,3.3,0,1.1,44,464,10.5,3,,malcolm-simmons-3
266,Tony Johnson,Cincinnati,Big 12,12,48,449,9.4,6,37.4,2,13,6.5,0,1.1,50,462,9.2,6,,tony-johnson-10
267,Ke'Shawn Williams,Indiana,Big Ten,13,39,448,11.5,5,34.5,2,27,13.5,0,2.1,41,475,11.6,5,,keshawn-williams-2
268,Kole Taylor*,West Virginia,Big 12,13,43,448,10.4,3,34.5,0,0,,0,0.0,43,448,10.4,3,,kole-taylor-2
269,Taylor Thompson*,James Madison,Sun Belt,13,33,448,13.6,6,34.5,0,0,,0,0.0,33,448,13.6,6,,taylor-thompson-3
270,Jacory Barney Jr.*,Nebraska,Big Ten,13,55,447,8.1,0,34.4,10,130,13.0,3,10.0,65,577,8.9,3,,jacory-barney-jr-1
271,Bobby Golden,Akron,MAC,12,31,446,14.4,1,37.2,2,15,7.5,0,1.3,33,461,14.0,1,,bobby-golden-2
272,Sean Brown*,Duke,ACC,13,41,445,10.9,2,34.2,2,1,0.5,0,0.1,43,446,10.4,2,,sean-brown-8
273,Cameron Ross*,James Madison,Sun Belt,13,37,443,12.0,3,34.1,4,56,14.0,0,4.3,41,499,12.2,3,,cameron-ross-1
274,Jimmy Horn Jr.*,Colorado,Big 12,11,37,441,11.9,1,40.1,1,3,3.0,0,0.3,38,444,11.7,1,,jimmy-horn-jr-1
275,Jordan Napier,San Diego State,MWC,12,43,440,10.2,4,36.7,3,-5,-1.7,0,-0.4,46,435,9.5,4,,jordan-napier-1
276,Caleb Goodie*,Colorado State,MWC,11,21,436,20.8,4,39.6,5,87,17.4,0,7.9,26,523,20.1,4,,caleb-goodie-1
277,Otto Tia,Utah State,MWC,12,44,434,9.9,7,36.2,0,0,,0,0.0,44,434,9.9,7,,otto-tia-1
278,Yannick Smith*,East Carolina,American,13,25,434,17.4,3,33.4,2,4,2.0,0,0.3,27,438,16.2,3,,yannick-smith-1
279,Hal Presley*,Baylor,Big 12,12,31,429,13.8,3,35.8,0,0,,0,0.0,31,429,13.8,3,,hal-presley-1
280,Raphael Williams*,Pitt,ACC,13,37,426,11.5,6,32.8,1,-3,-3.0,0,-0.2,38,423,11.1,6,,raphael-williams-1
281,Traylon Ray*,West Virginia,Big 12,10,28,426,15.2,4,42.6,1,2,2.0,0,0.2,29,428,14.8,4,,traylon-ray-1
282,John Michael Gyllenborg,Wyoming,MWC,9,30,425,14.2,3,47.2,0,0,,0,0.0,30,425,14.2,3,,john-michael-gyllenborg-1
283,KJ Duff*,Rutgers,Big Ten,13,27,425,15.7,1,32.7,0,0,,0,0.0,27,425,15.7,1,,kj-duff-1
284,Devin McCuin*,UTSA,American,8,45,424,9.4,5,53.0,3,28,9.3,0,3.5,48,452,9.4,5,,devin-mccuin-1
285,Jordan Hudson,SMU,ACC,14,39,422,10.8,5,30.1,1,8,8.0,0,0.6,40,430,10.8,5,,jordan-hudson-1
286,Larry Simmons,Southern Mississippi,Sun Belt,12,27,421,15.6,1,35.1,2,-12,-6.0,0,-1.0,29,409,14.1,1,,larry-simmons-3
287,Mitchell Evans*,Notre Dame,Ind,16,43,421,9.8,3,26.3,0,0,,0,0.0,43,421,9.8,3,,mitchell-evans-2
288,Chris Dawn Jr.*,Texas State,Sun Belt,13,37,418,11.3,6,32.2,0,0,,0,0.0,37,418,11.3,6,,chris-dawn-jr-1
289,Jarius Mack,Charlotte,American,12,19,418,22.0,0,34.8,1,-4,-4.0,0,-0.3,20,414,20.7,0,,jarius-mack-1
290,Corri Milliner,UAB,American,11,24,416,17.3,3,37.8,0,0,,0,0.0,24,416,17.3,3,,corri-milliner-1
291,Randy Pittman Jr.,UCF,Big 12,12,32,416,13.0,2,34.7,0,0,,0,0.0,32,416,13.0,2,,randy-pittman-jr-1
292,Omari Evans*,Penn State,Big Ten,16,21,415,19.8,5,25.9,1,1,1.0,0,0.1,22,416,18.9,5,,omari-evans-1
