Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
1650,Iverson Celestine*,South Alabama,Sun Belt,13,2,19,9.5,0,1.5,6,21,3.5,1,1.6,8,40,5.0,1,,iverson-celestine-1
1651,Jackson Harris,Stanford,ACC,6,3,19,6.3,1,3.2,0,0,,0,0.0,3,19,6.3,1,,jackson-harris-3
1652,Jaden Richardson*,USC,Big Ten,3,1,19,19.0,0,6.3,0,0,,0,0.0,1,19,19.0,0,,jaden-richardson-1
1653,Jamie Tremble*,Syracuse,ACC,12,1,19,19.0,0,1.6,0,0,,0,0.0,1,19,19.0,0,,jamie-tremble-1
1654,Jordan Lyle*,Miami (FL),ACC,12,4,19,4.8,0,1.6,54,400,7.4,4,33.3,58,419,7.2,4,,jordan-lyle-1
1655,Joshua Aka*,Ole Miss,SEC,12,2,19,9.5,0,1.6,0,0,,0,0.0,2,19,9.5,0,,joshua-aka-1
1656,Kade Eldridge*,USC,Big Ten,12,3,19,6.3,0,1.6,0,0,,0,0.0,3,19,6.3,0,,kade-eldridge-1
1657,Kaden Helms*,Oklahoma,SEC,8,2,19,9.5,1,2.4,0,0,,0,0.0,2,19,9.5,1,,kaden-helms-1
1658,Kadinn Morris*,Western Michigan,MAC,10,2,19,9.5,0,1.9,0,0,,0,0.0,2,19,9.5,0,,kadinn-morris-1
1659,Micah Gifford*,Baylor,Big 12,13,1,19,19.0,0,1.5,0,0,,0,0.0,1,19,19.0,0,,micah-gifford-1
1660,Tyler Foster,Oklahoma State,Big 12,12,3,19,6.3,0,1.6,0,0,,0,0.0,3,19,6.3,0,,tyler-foster-1
1661,Wayne Harris,Kent State,MAC,3,3,19,6.3,0,6.3,0,0,,0,0.0,3,19,6.3,0,,wayne-harris-1
1662,Ademola Faleye,Michigan State,Big Ten,11,2,18,9.0,0,1.6,0,0,,0,0.0,2,18,9.0,0,,ademola-faleye-1
1663,Anthony Frias II,UCLA,Big Ten,11,2,18,9.0,0,1.6,15,47,3.1,0,4.3,17,65,3.8,0,,anthony-frias-ii-1
1664,Benji Blackburn,Stanford,ACC,12,2,18,9.0,0,1.5,0,0,,0,0.0,2,18,9.0,0,,benji-blackburn-1
1665,Brandon Buckhaulter,UAB,American,3,2,18,9.0,0,6.0,1,1,1.0,0,0.3,3,19,6.3,0,,brandon-buckhaulter-1
1666,Braylen Russell*,Arkansas,SEC,10,3,18,6.0,0,1.8,67,354,5.3,3,35.4,70,372,5.3,3,,braylen-russell-1
1667,Brendon Lewis,Nevada,MWC,12,1,18,18.0,0,1.5,157,775,4.9,8,64.6,158,793,5.0,8,,brendon-lewis-1
1668,Charlie Skehan,Kent State,MAC,10,1,18,18.0,0,1.8,0,0,,0,0.0,1,18,18.0,0,,charlie-skehan-1
1669,David Larkins,Appalachian State,Sun Belt,9,5,18,3.6,1,2.0,0,0,,0,0.0,5,18,3.6,1,,david-larkins-1
1670,Hayden Large*,Iowa,Big Ten,12,3,18,6.0,0,1.5,2,2,1.0,0,0.2,5,20,4.0,0,,hayden-large-1
1671,Jack Wright,Tulsa,American,12,1,18,18.0,1,1.5,0,0,,0,0.0,1,18,18.0,1,,jack-wright-1
1672,Jaden Reddell,Georgia,SEC,4,2,18,9.0,0,4.5,0,0,,0,0.0,2,18,9.0,0,,jaden-reddell-1
1673,Jambres Dubar,Boise State,MWC,7,2,18,9.0,0,2.6,25,99,4.0,2,14.1,27,117,4.3,2,,jambres-dubar-1
1674,Jayden Ballard*,Ohio State,Big Ten,7,2,18,9.0,0,2.6,0,0,,0,0.0,2,18,9.0,0,,jayden-ballard-1
1675,Kaleb Brown*,Iowa,Big Ten,3,1,18,18.0,0,6.0,0,0,,0,0.0,1,18,18.0,0,,kaleb-brown-2
1676,Na'eem Abdul-Rahim Gladding,Old Dominion,Sun Belt,8,2,18,9.0,1,2.3,0,0,,0,0.0,2,18,9.0,1,,naeem-abdul-rahim-gladding-1
1677,Preston Daniels,Kennesaw State,CUSA,12,2,18,9.0,0,1.5,35,85,2.4,3,7.1,37,103,2.8,3,,preston-daniels-1
1678,Quinton Martin*,Penn State,Big Ten,6,3,18,6.0,0,3.0,13,32,2.5,0,5.3,16,50,3.1,0,,quinton-martin-1
1679,Reign Broadway,Air Force,MWC,1,1,18,18.0,0,18.0,0,0,,0,0.0,1,18,18.0,0,,reign-broadway-1
1680,Rocky Beers,Florida International,CUSA,1,4,18,4.5,1,18.0,0,0,,0,0.0,4,18,4.5,1,,rocky-beers-1
1681,Sackett Wood Jr.,Virginia,ACC,12,3,18,6.0,1,1.5,0,0,,0,0.0,3,18,6.0,1,,sackett-wood-jr-1
1682,Sam Franklin*,Oklahoma,SEC,12,5,18,3.6,0,1.5,18,132,7.3,0,11.0,23,150,6.5,0,,sam-franklin-2
1683,Sevion Morrison,Kansas,Big 12,10,1,18,18.0,0,1.8,27,164,6.1,2,16.4,28,182,6.5,2,,sevion-morrison-1
1684,Terez Traynor,Charlotte,American,8,2,18,9.0,0,2.3,0,0,,0,0.0,2,18,9.0,0,,terez-traynor-1
1685,Trey Weary,Tennessee,SEC,2,3,18,6.0,0,9.0,0,0,,0,0.0,3,18,6.0,0,,trey-weary-1
1686,Zach Courtney*,Coastal Carolina,Sun Belt,13,3,18,6.0,1,1.4,0,0,,0,0.0,3,18,6.0,1,,zach-courtney-1
1687,Audric Harris*,Washington,Big Ten,8,2,17,8.5,0,2.1,0,0,,0,0.0,2,17,8.5,0,,audric-harris-1
1688,Austin McGee,Georgia State,Sun Belt,4,1,17,17.0,0,4.3,0,0,,0,0.0,1,17,17.0,0,,austin-mcgee-1
1689,Braylon Isom*,Miami (OH),MAC,3,1,17,17.0,0,5.7,0,0,,0,0.0,1,17,17.0,0,,braylon-isom-1
1690,Brett Eskildsen*,Iowa State,Big 12,13,2,17,8.5,0,1.3,0,0,,0,0.0,2,17,8.5,0,,brett-eskildsen-1
1691,Cameron Harpole,Arizona State,Big 12,14,1,17,17.0,0,1.2,0,0,,0,0.0,1,17,17.0,0,,cameron-harpole-1
1692,Chez Mellusi,Wisconsin,Big Ten,4,6,17,2.8,0,4.3,56,232,4.1,3,58.0,62,249,4.0,3,,chez-mellusi-1
1693,Duane Martin*,Louisville,ACC,12,2,17,8.5,0,1.4,3,16,5.3,1,1.3,5,33,6.6,1,,duane-martin-1
1694,Elijah Moore,Florida State,ACC,4,2,17,8.5,0,4.3,0,0,,0,0.0,2,17,8.5,0,,elijah-moore-2
1695,Jabari Bates*,San Jose State,MWC,13,2,17,8.5,1,1.3,59,254,4.3,1,19.5,61,271,4.4,2,,jabari-bates-1
1696,Jacob Coleman,Middle Tennessee State,CUSA,5,2,17,8.5,0,3.4,0,0,,0,0.0,2,17,8.5,0,,jacob-coleman-1
1697,Jaelyn Lay,Massachusetts,Ind,10,2,17,8.5,0,1.7,0,0,,0,0.0,2,17,8.5,0,,jaelyn-lay-1
1698,Jarel Williams*,West Virginia,Big 12,13,1,17,17.0,0,1.3,0,0,,0,0.0,1,17,17.0,0,,jarel-williams-1
1699,Joseph Bearns III,Charlotte,American,12,1,17,17.0,0,1.4,0,0,,0,0.0,1,17,17.0,0,,joseph-bearns-iii-1
1700,Justin Stephens*,Toledo,MAC,8,1,17,17.0,0,2.1,0,0,,0,0.0,1,17,17.0,0,,justin-stephens-1
1701,Kenric Lanier II*,Minnesota,Big Ten,9,1,17,17.0,0,1.9,0,0,,0,0.0,1,17,17.0,0,,kenric-lanier-ii-1
1702,Luke Doty*,South Carolina,SEC,11,3,17,5.7,0,1.5,0,0,,0,0.0,3,17,5.7,0,,luke-doty-1
1703,Luke McLaughlin*,Boston College,ACC,11,2,17,8.5,0,1.5,0,0,,0,0.0,2,17,8.5,0,,luke-mclaughlin-1
1704,Trevor Rogers*,California,ACC,4,1,17,17.0,0,4.3,0,0,,0,0.0,1,17,17.0,0,,trevor-rogers-1
1705,Anthony Carrie*,Georgia Tech,ACC,7,4,16,4.0,0,2.3,25,120,4.8,1,17.1,29,136,4.7,1,,anthony-carrie-1
1706,Anthony DiNota*,Texas A&M,SEC,13,2,16,8.0,0,1.2,13,50,3.8,0,3.8,15,66,4.4,0,,anthony-dinota-1
1707,Anthony Simpson,Massachusetts,Ind,2,3,16,5.3,0,8.0,0,0,,0,0.0,3,16,5.3,0,,anthony-simpson-2
1708,Brandon Frazier,Auburn,SEC,3,1,16,16.0,0,5.3,0,0,,0,0.0,1,16,16.0,0,,brandon-frazier-2
1709,Brionne Penny*,James Madison,Sun Belt,4,1,16,16.0,0,4.0,0,0,,0,0.0,1,16,16.0,0,,brionne-penny-1
1710,CJ Beasley,Georgia State,Sun Belt,5,3,16,5.3,0,3.2,13,71,5.5,0,14.2,16,87,5.4,0,,cj-beasley-1
1711,Colby McDonald,Maryland,Big Ten,7,2,16,8.0,0,2.3,29,150,5.2,0,21.4,31,166,5.4,0,,colby-mcdonald-1
1712,Heinrich Haarberg*,Nebraska,Big Ten,12,2,16,8.0,0,1.3,25,102,4.1,1,8.5,27,118,4.4,1,,heinrich-haarberg-1
1713,Jackson Arnold*,Oklahoma,SEC,10,2,16,8.0,1,1.6,150,444,3.0,3,44.4,152,460,3.0,4,,jackson-arnold-1
1714,Jaelen Smith,Michigan State,Big Ten,3,1,16,16.0,0,5.3,0,0,,0,0.0,1,16,16.0,0,,jaelen-smith-1
1715,Jesse Watson,Purdue,Big Ten,1,1,16,16.0,0,16.0,0,0,,0,0.0,1,16,16.0,0,,jesse-watson-1
1716,John Gentry*,Sam Houston,CUSA,11,6,16,2.7,1,1.5,26,75,2.9,1,6.8,32,91,2.8,2,,john-gentry-1
1717,Justin Fisher*,Notre Dame,Ind,11,1,16,16.0,0,1.5,1,4,4.0,0,0.4,2,20,10.0,0,,justin-fisher-1
1718,Noble Johnson,Clemson,ACC,9,3,16,5.3,0,1.8,0,0,,0,0.0,3,16,5.3,0,,noble-johnson-1
1719,Peter Clarke,Temple,American,9,3,16,5.3,2,1.8,0,0,,0,0.0,3,16,5.3,2,,peter-clarke-2
1720,Rhett Guidry*,Louisiana,Sun Belt,1,1,16,16.0,0,16.0,0,0,,0,0.0,1,16,16.0,0,,rhett-guidry-1
1721,Rocko Griffin*,UTSA,American,4,3,16,5.3,0,4.0,17,44,2.6,0,11.0,20,60,3.0,0,,rocko-griffin-1
1722,Sam Kenerson*,Georgia Southern,Sun Belt,8,1,16,16.0,0,2.0,0,0,,0,0.0,1,16,16.0,0,,sam-kenerson-1
1723,Shamar Easter*,Arkansas,SEC,1,1,16,16.0,0,16.0,0,0,,0,0.0,1,16,16.0,0,,shamar-easter-1
1724,Taharin Sudderth,Middle Tennessee State,CUSA,10,3,16,5.3,0,1.6,0,0,,0,0.0,3,16,5.3,0,,taharin-sudderth-1
1725,Tar'Varish Dawson Jr.*,Jacksonville State,CUSA,4,1,16,16.0,0,4.0,0,0,,0,0.0,1,16,16.0,0,,tarvarish-dawson-jr-1
1726,Victor Rosa*,Connecticut,Ind,5,2,16,8.0,0,3.2,16,72,4.5,1,14.4,18,88,4.9,1,,victor-rosa-1
1727,Will Henderson III*,UTSA,American,5,4,16,4.0,0,3.2,14,94,6.7,1,18.8,18,110,6.1,1,,will-henderson-iii-1
1728,Zach Gillispie,Michigan State,Big Ten,4,2,16,8.0,0,4.0,0,0,,0,0.0,2,16,8.0,0,,zach-gillispie-1
1729,Alex Taylor*,North Carolina,ACC,4,1,15,15.0,0,3.8,0,0,,0,0.0,1,15,15.0,0,,alex-taylor-3
1730,Amir McGruder,Louisiana-Monroe,Sun Belt,10,2,15,7.5,0,1.5,0,0,,0,0.0,2,15,7.5,0,,amir-mcgruder-1
1731,Anthony Ivey*,Penn State,Big Ten,11,1,15,15.0,0,1.4,0,0,,0,0.0,1,15,15.0,0,,anthony-ivey-1
1732,Ben Finley,Akron,MAC,12,2,15,7.5,0,1.3,81,52,0.6,0,4.3,83,67,0.8,0,,ben-finley-1
1733,Che Nwabuko*,Pitt,ACC,7,2,15,7.5,0,2.1,6,76,12.7,1,10.9,8,91,11.4,1,,che-nwabuko-1
1734,Clayton Smith,Arizona State,Big 12,14,1,15,15.0,0,1.1,0,0,,0,0.0,1,15,15.0,0,,clayton-smith-1
1735,Dallen Bentley,Utah,Big 12,12,2,15,7.5,0,1.3,0,0,,0,0.0,2,15,7.5,0,,dallen-bentley-1
1736,Derrick Davis Jr.*,Pitt,ACC,12,3,15,5.0,0,1.3,27,70,2.6,2,5.8,30,85,2.8,2,,derrick-davis-jr-1
1737,Djouvensky Schlenbaker*,Washington State,Ind,11,3,15,5.0,0,1.4,43,149,3.5,3,13.5,46,164,3.6,3,,djouvensky-schlenbaker-1
1738,Eli Wood,Virginia,ACC,11,3,15,5.0,0,1.4,0,0,,0,0.0,3,15,5.0,0,,eli-wood-1
1739,Evan King*,Buffalo,MAC,11,2,15,7.5,0,1.4,0,0,,0,0.0,2,15,7.5,0,,evan-king-2
1740,Jared Merk*,Bowling Green,MAC,13,1,15,15.0,0,1.2,0,0,,0,0.0,1,15,15.0,0,,jared-merk-1
1741,Jason Patterson,Kentucky,SEC,4,1,15,15.0,0,3.8,20,111,5.6,0,27.8,21,126,6.0,0,,jason-patterson-2
1742,Kade Frew,Air Force,MWC,8,2,15,7.5,0,1.9,45,260,5.8,1,32.5,47,275,5.9,1,,kade-frew-1
1743,Keron Milton,Georgia State,Sun Belt,2,1,15,15.0,0,7.5,0,0,,0,0.0,1,15,15.0,0,,keron-milton-1
1744,Keshawn Brown,Massachusetts,Ind,2,2,15,7.5,0,7.5,0,0,,0,0.0,2,15,7.5,0,,keshawn-brown-1
1745,Michael Benefield,Kennesaw State,CUSA,12,5,15,3.0,0,1.3,138,542,3.9,5,45.2,143,557,3.9,5,,michael-benefield-2
1746,Tommy McIntosh,Central Michigan,MAC,9,2,15,7.5,0,1.7,0,0,,0,0.0,2,15,7.5,0,,tommy-mcintosh-1
1747,Tyler Crowe,Boise State,MWC,14,3,15,5.0,0,1.1,28,129,4.6,3,9.2,31,144,4.6,3,,tyler-crowe-1
1748,Zycarl Lewis Jr.*,Tulane,American,4,2,15,7.5,0,3.8,0,0,,0,0.0,2,15,7.5,0,,zycarl-lewis-jr-1
1749,Baylin Brooks,San Diego State,MWC,3,2,14,7.0,0,4.7,0,0,,0,0.0,2,14,7.0,0,,baylin-brooks-1
1750,BJ Gibson,Florida State,ACC,6,2,14,7.0,0,2.3,0,0,,0,0.0,2,14,7.0,0,,bj-gibson-2
1751,Brandon Winton*,South Florida,American,4,3,14,4.7,0,3.5,0,0,,0,0.0,3,14,4.7,0,,brandon-winton-1
1752,Cale Cabbiness,Oklahoma State,Big 12,12,2,14,7.0,0,1.2,0,0,,0,0.0,2,14,7.0,0,,cale-cabbiness-1
1753,Dane Nauman*,Toledo,MAC,2,1,14,14.0,0,7.0,6,15,2.5,0,7.5,7,29,4.1,0,,dane-nauman-1
1754,De'Corian Clark*,UTSA,American,2,1,14,14.0,0,7.0,0,0,,0,0.0,1,14,14.0,0,,decorian-clark-1
1755,Deion Brown,Eastern Michigan,MAC,11,4,14,3.5,0,1.3,25,114,4.6,1,10.4,29,128,4.4,1,,deion-brown-1
1756,Demarcus Jones*,North Carolina State,ACC,13,1,14,14.0,0,1.1,6,33,5.5,1,2.5,7,47,6.7,1,,demarcus-jones-1
1757,Devin Spencer*,Arkansas State,Sun Belt,8,3,14,4.7,0,1.8,40,206,5.2,0,25.8,43,220,5.1,0,,devin-spencer-1
1758,Ethan Crite,Middle Tennessee State,CUSA,5,2,14,7.0,0,2.8,0,0,,0,0.0,2,14,7.0,0,,ethan-crite-1
1759,Ja-Quavion Fraziars*,Florida,SEC,9,1,14,14.0,0,1.6,0,0,,0,0.0,1,14,14.0,0,,ja-quavion-fraziars-1
1760,Jacob Bostick*,Texas A&M,SEC,12,1,14,14.0,0,1.2,0,0,,0,0.0,1,14,14.0,0,,jacob-bostick-1
1761,Jake Tafelski*,Notre Dame,Ind,7,1,14,14.0,0,2.0,1,2,2.0,0,0.3,2,16,8.0,0,,jake-tafelski-1
1762,Juju McDowell*,South Carolina,SEC,13,2,14,7.0,1,1.1,22,91,4.1,0,7.0,24,105,4.4,1,,juju-mcdowell-1
1763,Justin Lynch*,Northern Illinois,MAC,13,4,14,3.5,0,1.1,18,81,4.5,0,6.2,22,95,4.3,0,,justin-lynch-1
1764,Juwuan Price*,North Texas,American,2,2,14,7.0,0,7.0,14,64,4.6,0,32.0,16,78,4.9,0,,juwuan-price-1
1765,Keylen Adams*,Virginia Tech,ACC,3,1,14,14.0,0,4.7,1,47,47.0,0,15.7,2,61,30.5,0,,keylen-adams-1
1766,Micah Barnett,Rice,American,11,3,14,4.7,0,1.3,0,0,,0,0.0,3,14,4.7,0,,micah-barnett-1
1767,Myles Slade*,Navy,American,1,1,14,14.0,0,14.0,0,0,,0,0.0,1,14,14.0,0,,myles-slade-1
1768,NaQuari Rogers,New Mexico,MWC,10,3,14,4.7,1,1.4,74,382,5.2,5,38.2,77,396,5.1,6,,naquari-rogers-1
1769,Noah Fifita,Arizona,Big 12,12,1,14,14.0,0,1.2,66,17,0.3,1,1.4,67,31,0.5,1,,noah-fifita-1
1770,Peyton Lewis,Tennessee,SEC,13,4,14,3.5,0,1.1,64,339,5.3,3,26.1,68,353,5.2,3,,peyton-lewis-1
1771,Quentin Moore*,Washington,Big Ten,1,1,14,14.0,0,14.0,0,0,,0,0.0,1,14,14.0,0,,quentin-moore-1
1772,Shaborne Demps,Florida International,CUSA,7,1,14,14.0,0,2.0,7,26,3.7,0,3.7,8,40,5.0,0,,shaborne-demps-1
1773,Shane Johnson*,Sam Houston,CUSA,12,2,14,7.0,0,1.2,0,0,,0,0.0,2,14,7.0,0,,shane-johnson-4
1774,Solomon Vanhorse,Indiana,Big Ten,13,1,14,14.0,0,1.1,0,0,,0,0.0,1,14,14.0,0,,solomon-vanhorse-1
1775,Treyv'on Culbert*,Louisiana,Sun Belt,5,2,14,7.0,0,2.8,0,0,,0,0.0,2,14,7.0,0,,treyvon-culbert-1
1776,Ali Fisher,Kent State,MAC,2,1,13,13.0,0,6.5,0,0,,0,0.0,1,13,13.0,0,,ali-fisher-2
1777,A'Marion Peterson*,USC,Big Ten,10,2,13,6.5,0,1.3,16,65,4.1,1,6.5,18,78,4.3,1,,amarion-peterson-1
1778,Andre Dollar*,Washington State,Ind,7,2,13,6.5,0,1.9,0,0,,0,0.0,2,13,6.5,0,,andre-dollar-1
1779,Blake Horvath*,Navy,American,12,1,13,13.0,0,1.1,175,1246,7.1,17,103.8,176,1259,7.2,17,,blake-horvath-1
1780,Bradley Dunn*,South Carolina,SEC,3,1,13,13.0,0,4.3,8,52,6.5,1,17.3,9,65,7.2,1,,bradley-dunn-1
1781,Cameron Flowers*,Western Kentucky,CUSA,5,1,13,13.0,0,2.6,0,0,,0,0.0,1,13,13.0,0,,cameron-flowers-1
1782,Cartevious Norton,Charlotte,American,12,2,13,6.5,0,1.1,129,525,4.1,7,43.8,131,538,4.1,7,,cartevious-norton-1
1783,Charlie Offerdahl*,Colorado,Big 12,13,4,13,3.3,0,1.0,26,119,4.6,1,9.2,30,132,4.4,1,,charlie-offerdahl-1
1784,Chris Marshall,Boise State,MWC,4,3,13,4.3,0,3.3,0,0,,0,0.0,3,13,4.3,0,,chris-marshall-3
1785,Damian Henderson*,Colorado State,MWC,3,2,13,6.5,0,4.3,9,41,4.6,0,13.7,11,54,4.9,0,,damian-henderson-1
1786,Davion Dozier*,Arkansas,SEC,1,1,13,13.0,0,13.0,0,0,,0,0.0,1,13,13.0,0,,davion-dozier-1
1787,DJ Murray Jr.,Georgia State,Sun Belt,4,4,13,3.3,0,3.3,3,18,6.0,0,4.5,7,31,4.4,0,,dj-murray-jr-1
1788,Ezekial Avit,Maryland,Big Ten,7,1,13,13.0,0,1.9,0,0,,0,0.0,1,13,13.0,0,,ezekial-avit-1
1789,Frank Bierman*,Minnesota,Big Ten,13,1,13,13.0,0,1.0,0,0,,0,0.0,1,13,13.0,0,,frank-bierman-1
1790,Ikaika Ragsdale*,North Texas,American,2,4,13,3.3,0,6.5,22,58,2.6,1,29.0,26,71,2.7,1,,ikaika-ragsdale-1
1791,Jahrique Lowe,New Mexico State,CUSA,11,1,13,13.0,0,1.2,0,0,,0,0.0,1,13,13.0,0,,jahrique-lowe-1
1792,Jeffrey Johnson*,California,ACC,9,2,13,6.5,0,1.4,0,0,,0,0.0,2,13,6.5,0,,jeffrey-johnson-1
1793,JQ Gray,Southern Mississippi,Sun Belt,12,3,13,4.3,0,1.1,32,106,3.3,0,8.8,35,119,3.4,0,,jq-gray-1
1794,Kahleil Jackson*,Florida,SEC,1,1,13,13.0,0,13.0,0,0,,0,0.0,1,13,13.0,0,,kahleil-jackson-1
1795,Keyvone Lee,Mississippi State,SEC,4,3,13,4.3,0,3.3,29,140,4.8,1,35.0,32,153,4.8,1,,keyvone-lee-1
1796,Koby Young,Houston,Big 12,1,2,13,6.5,0,13.0,0,0,,0,0.0,2,13,6.5,0,,koby-young-1
1797,Matt Jones*,Ole Miss,SEC,7,3,13,4.3,0,1.9,44,226,5.1,3,32.3,47,239,5.1,3,,matt-jones-9
1798,Nathan Leacock,Tennessee,SEC,5,1,13,13.0,0,2.6,0,0,,0,0.0,1,13,13.0,0,,nathan-leacock-1
1799,Owen Anderson,Massachusetts,Ind,12,2,13,6.5,1,1.1,0,0,,0,0.0,2,13,6.5,1,,owen-anderson-1
1800,Quincy Burroughs,Wisconsin,Big Ten,9,1,13,13.0,0,1.4,0,0,,0,0.0,1,13,13.0,0,,quincy-burroughs-1
1801,Rod Gainey Jr.,Charlotte,American,4,1,13,13.0,0,3.3,10,34,3.4,0,8.5,11,47,4.3,0,,rod-gainey-jr-1
1802,Ryan Daly*,Buffalo,MAC,11,1,13,13.0,0,1.2,0,0,,0,0.0,1,13,13.0,0,,ryan-daly-1
1803,Sol-Jay Maiava-Peters,New Mexico,MWC,11,3,13,4.3,0,1.2,22,124,5.6,1,11.3,25,137,5.5,1,,sol-jay-maiava-peters-1
1804,Sutton Smith*,Memphis,American,1,2,13,6.5,0,13.0,3,7,2.3,0,7.0,5,20,4.0,0,,sutton-smith-2
1805,Adam Moore,SMU,ACC,5,2,12,6.0,0,2.4,0,0,,0,0.0,2,12,6.0,0,,adam-moore-1
1806,Alex Bullock*,Nebraska,Big Ten,13,1,12,12.0,0,0.9,0,0,,0,0.0,1,12,12.0,0,,alex-bullock-1
1807,Allen Ortiz,New Mexico State,CUSA,12,1,12,12.0,0,1.0,0,0,,0,0.0,1,12,12.0,0,,allen-ortiz-1
1808,Ashten Emory,UTEP,CUSA,3,2,12,6.0,0,4.0,6,23,3.8,0,7.7,8,35,4.4,0,,ashten-emory-1
1809,Benjamin Hall*,Michigan,Big Ten,8,3,12,4.0,0,1.5,29,72,2.5,0,9.0,32,84,2.6,0,,benjamin-hall-1
1810,Brian Shane*,Miami (OH),MAC,8,1,12,12.0,0,1.5,0,0,,0,0.0,1,12,12.0,0,,brian-shane-1
1811,Byrum Brown*,South Florida,American,6,1,12,12.0,1,2.0,68,269,4.0,3,44.8,69,281,4.1,4,,byrum-brown-1
1812,Dayton Sneed,Tennessee,SEC,3,1,12,12.0,0,4.0,0,0,,0,0.0,1,12,12.0,0,,dayton-sneed-1
1813,Drew Burnett*,Ole Miss,SEC,10,1,12,12.0,0,1.2,0,0,,0,0.0,1,12,12.0,0,,drew-burnett-1
1814,Gary Bryant Jr.,Oregon,Big Ten,5,2,12,6.0,0,2.4,0,0,,0,0.0,2,12,6.0,0,,gary-bryant-jr-1
1815,Greg Burrell*,Nevada-Las Vegas,MWC,11,2,12,6.0,0,1.1,65,366,5.6,3,33.3,67,378,5.6,3,,greg-burrell-1
1816,Ja'shon Benjamin*,Rutgers,Big Ten,4,3,12,4.0,1,3.0,19,100,5.3,1,25.0,22,112,5.1,2,,jashon-benjamin-1
1817,Javarius Green*,North Carolina,ACC,5,1,12,12.0,0,2.4,1,8,8.0,0,1.6,2,20,10.0,0,,javarius-green-1
1818,Jay Coyne,Michigan State,Big Ten,12,1,12,12.0,0,1.0,0,0,,0,0.0,1,12,12.0,0,,jay-coyne-1
1819,Kamari Moulton*,Iowa,Big Ten,12,1,12,12.0,0,1.0,84,473,5.6,3,39.4,85,485,5.7,3,,kamari-moulton-1
1820,Lee Witherspoon,UAB,American,12,4,12,3.0,0,1.0,35,166,4.7,0,13.8,39,178,4.6,0,,lee-witherspoon-1
1821,Makhi Frazier,Michigan State,Big Ten,9,1,12,12.0,0,1.3,7,21,3.0,0,2.3,8,33,4.1,0,,makhi-frazier-1
1822,Nick Munson,Ball State,MAC,11,2,12,6.0,0,1.1,0,0,,0,0.0,2,12,6.0,0,,nick-munson-1
1823,Preston Daniel*,Miami (OH),MAC,13,2,12,6.0,0,0.9,0,0,,0,0.0,2,12,6.0,0,,preston-daniel-1
1824,Solomon Beebe,UAB,American,10,2,12,6.0,0,1.2,22,81,3.7,1,8.1,24,93,3.9,1,,solomon-beebe-1
1825,Terion Stewart*,Bowling Green,MAC,11,1,12,12.0,0,1.1,166,898,5.4,6,81.6,167,910,5.4,6,,terion-stewart-1
1826,Tyrell Henry,Wisconsin,Big Ten,5,1,12,12.0,0,2.4,0,0,,0,0.0,1,12,12.0,0,,tyrell-henry-1
1827,Victor Konopka*,Rutgers,Big Ten,6,1,12,12.0,0,2.0,0,0,,0,0.0,1,12,12.0,0,,victor-konopka-1
1828,Zion Fowler-El*,Pitt,ACC,3,1,12,12.0,0,4.0,0,0,,0,0.0,1,12,12.0,0,,zion-fowler-el-1
1829,Alan Bowman,Oklahoma State,Big 12,11,1,11,11.0,1,1.0,24,-38,-1.6,0,-3.5,25,-27,-1.1,1,,alan-bowman-1
1830,Blaze Kamoku,Hawaii,MWC,9,2,11,5.5,0,1.2,0,0,,0,0.0,2,11,5.5,0,,blaze-kamoku-1
1831,Braylon James*,Texas Christian,Big 12,9,3,11,3.7,0,1.2,0,0,,0,0.0,3,11,3.7,0,,braylon-james-1
1832,Charles Ross*,USC,Big Ten,3,1,11,11.0,0,3.7,0,0,,0,0.0,1,11,11.0,0,,charles-ross-2
1833,Chaz Ward*,Louisiana,Sun Belt,7,2,11,5.5,0,1.6,0,0,,0,0.0,2,11,5.5,0,,chaz-ward-1
1834,Chris Davis Jr.,Stanford,ACC,11,3,11,3.7,0,1.0,54,288,5.3,0,26.2,57,299,5.2,0,,chris-davis-jr-3
1835,Jaylen Raynor*,Arkansas State,Sun Belt,13,1,11,11.0,0,0.8,137,387,2.8,3,29.8,138,398,2.9,3,,jaylen--raynor-1
1836,Jeremiah Hasley*,Duke,ACC,2,3,11,3.7,1,5.5,0,0,,0,0.0,3,11,3.7,1,,jeremiah-hasley-1
1837,Joshua Dye,UTEP,CUSA,9,1,11,11.0,0,1.2,6,20,3.3,0,2.2,7,31,4.4,0,,joshua-dye-1
1838,Justin Holmes,Marshall,Sun Belt,13,1,11,11.0,0,0.8,0,0,,0,0.0,1,11,11.0,0,,justin-holmes-3
1839,Kendrick Rucker*,Louisiana Tech,CUSA,2,1,11,11.0,0,5.5,0,0,,0,0.0,1,11,11.0,0,,kendrick-rucker-1
1840,Kobe Johnson*,Colorado State,MWC,13,3,11,3.7,0,0.8,11,7,0.6,0,0.5,14,18,1.3,0,,kobe-johnson-1
1841,Leon Haughton Jr.,Maryland,Big Ten,8,2,11,5.5,0,1.4,0,0,,0,0.0,2,11,5.5,0,,leon-haughton-jr-1
1842,Matt Ragan*,Boston College,ACC,3,1,11,11.0,0,3.7,0,0,,0,0.0,1,11,11.0,0,,matt-ragan-1
